コード,名称,フリガナ,単位,入数,規格・型番,色,サイズ,数量小数桁,単価小数桁,在庫管理,課税区分,発注ロット,リードタイム,在庫適正数,在庫評価方法,主たる仕入先,標準品質,主たる倉庫,倉庫名,発注連動,分類１,分類１名,分類２,分類２名,分類３,分類３名,分類４,分類４名,分類５,数単位,メモ欄,税抜上代,税抜売上単価１,税抜売上単価２,税抜売上単価３,税抜売上単価４,税抜売上原価,税抜仕入単価,税抜標準原価,税込上代,税込売上単価１,税込売上単価２,税込売上単価３,税込売上単価４,税込売上原価,税込仕入単価,税込標準原価,参照表示,更新日
5/126687VX,生機:126687VX,ｷﾊﾞﾀ126687VX,反,0.02,TA72/P28,50M,140,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,50,,E,,,,,M,,55932,46610,39951.4,34957.5,31073.3,27966,27966,27966,,,,,,,,,表示する,
5/126687ZB,生機:126687ZB,ｷﾊﾞﾀ126687ZB,反,0.02,TA71/P29,50M,140,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,80,,81,,,,,M,,0,0,0,0,0,0,0,0,,,,,,,,,表示する,
5/127250JD,生機:127250JD,ｷﾊﾞﾀ127250JD,反,0.02,TA67/P33,50M,130,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,50,,E,,,,,M,,36662,30552,26187.1,22913.8,20367.8,18331,18331,18331,,,,,,,,,表示する,
5/127413CX,生機:127413CX,ｷﾊﾞﾀ127413CX,反,0.02,TA72/P28,50M,140,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,50,,E,,,,,M,,58298,48582,41641.4,36436.3,32387.8,29149,29149,29149,,,,,,,,,表示する,
5/135239DA,生機:135239DA,ｷﾊﾞﾀ135239DA,反,0.02,P100,50M,148,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,10,,L,,,,,M,,42500,35417,30357.1,26562.5,23611.1,21250,21250,21250,,,,,,,,,表示する,
5/135239DB,生機:135239DB,ｷﾊﾞﾀ135239DB,反,0.02,P100,50M,148,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,10,,L,,,,,M,,38963,32469,27830.4,24351.6,21645.9,19481.3,19481.3,19481.3,,,,,,,,,表示する,
5/135302LH,生機:135302LH,ｷﾊﾞﾀ135302LH,反,0.02,P100,50M,148,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,10,,L,,,,,M,,40022,33352,28587.1,25013.8,22234.4,20011,20011,20011,,,,,,,,,表示する,
5/135354LG,生機:135354LG,ｷﾊﾞﾀ135354LG,反,0.02,P88/C12,50M,148,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,10,,L,,,,,M,,37452,31210,26751.4,23407.5,20806.7,18726,18726,18726,,,,,,,,,表示する,
5/135426LG,生機:135426LG,ｷﾊﾞﾀ135426LG,反,0.02,P90/N10,50M,148,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,10,,L,,,,,M,,47512,39593,33937.1,29695,26395.6,23756,23756,23756,,,,,,,,,表示する,
5/135426LH,生機:135426LH,ｷﾊﾞﾀ135426LH,反,0.02,P90/N10,50M,148,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,10,,L,,,,,M,,47960,39967,34257.1,29975,26644.4,23980,23980,23980,,,,,,,,,表示する,
5/135499LX,生機:135499LX,ｷﾊﾞﾀ135499LX,反,0.02,P82/N18,50M,148,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,10,,L,,,,,M,,51621,43018,36872.3,32263.3,28678.4,25810.6,25810.6,25810.6,,,,,,,,,表示する,
5/135520LX,生機:135520LX,ｷﾊﾞﾀ135520LX,反,0.02,P84/R16,50M,148,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,10,,L,,,,,M,,44156,36797,31540,27597.5,24531.1,22078,22078,22078,,,,,,,,,表示する,
