商品コード,商品名/摘要,単位,入数,ケース,仕入日,伝票番号,取引区分,締切,仕入先コード,仕入先名,税転嫁,担当者コード,担当者名,内訳,入荷,倉庫コード,倉庫名,数量,単価,金額,主プロジェクトコード,副プロジェクトコード,プロジェクト名,課税区分,備考,発注番号
O/079664CB,079664CB:製織賃:5002･5048,反,0 ,0 ,2015年11月18日,00002807,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,E,清田　祐也E,通常,,HARA,原工場,6 ,"4,860 ","29,160 ",,,,課税 8.0%,,
O/097064JD,097064JD:製織賃:5018,反,0 ,0 ,2015年11月18日,00002807,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,E,清田　祐也E,通常,,HARA,原工場,2 ,"6,885 ","13,770 ",,,,課税 8.0%,,
O/098284HA,098284HA:製織賃:5143,反,0 ,0 ,2015年11月18日,00002807,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,E,清田　祐也E,通常,,HARA,原工場,1 ,"4,860 ","4,860 ",,,,課税 8.0%,,
O/098533YB,098533YB:製織賃:5172,反,0 ,0 ,2015年11月18日,00002807,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,E,清田　祐也E,通常,,HARA,原工場,2 ,"7,000 ","14,000 ",,,,課税 8.0%,,
O/124743YB,124743YB:製織賃:5079,反,0 ,0 ,2015年11月18日,00002807,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,E,清田　祐也E,通常,,HARA,原工場,2 ,"6,885 ","13,770 ",,,,課税 8.0%,,
O/126947HX,126947HX:製織賃:5119,反,0 ,0 ,2015年11月18日,00002807,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,E,清田　祐也E,通常,,HARA,原工場,2 ,"5,265 ","10,530 ",,,,課税 8.0%,,
O/127250JA,127250JA:製織賃:5081･5161,反,0 ,0 ,2015年11月18日,00002807,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,E,清田　祐也E,通常,,HARA,原工場,5 ,"4,860 ","24,300 ",,,,課税 8.0%,,
O/127413JD,127413JD:製織賃:4938,反,0 ,0 ,2015年11月18日,00002807,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,E,清田　祐也E,通常,,HARA,原工場,2 ,"6,885 ","13,770 ",,,,課税 8.0%,,
O/171031ZX,171031ZX:製織賃:4977,反,0 ,0 ,2015年11月18日,00002807,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,E,清田　祐也E,通常,,HARA,原工場,1 ,"10,125 ","10,125 ",,,,課税 8.0%,,
O/171054YA,171054YA:製織賃:5173,反,0 ,0 ,2015年11月18日,00002807,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,E,清田　祐也E,通常,,HARA,原工場,1 ,"7,695 ","7,695 ",,,,課税 8.0%,,
O/098762ZX,098762ZX:製織賃:5154,反,0 ,0 ,2015年11月18日,00002808,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,K,上村　茂K,通常,,HARA,原工場,4 ,"4,050 ","16,200 ",,,,課税 8.0%,,
O/099344YX,099344YX:製織賃:5155,反,0 ,0 ,2015年11月18日,00002808,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,K,上村　茂K,通常,,HARA,原工場,1 ,"5,265 ","5,265 ",,,,課税 8.0%,,
O/099345YX,099345YX:製織賃:5156,反,0 ,0 ,2015年11月18日,00002808,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,K,上村　茂K,通常,,HARA,原工場,2 ,"8,505 ","17,010 ",,,,課税 8.0%,,
O/099446LA,099446LA:製織賃:5195,反,0 ,0 ,2015年11月18日,00002808,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,K,上村　茂K,通常,,HARA,原工場,2 ,"4,860 ","9,720 ",,,,課税 8.0%,,
O/135302LH,135302LH:製織賃:5136,反,0 ,0 ,2015年11月18日,00002809,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,L,上村　茂L,通常,,HARA,原工場,2 ,"4,455 ","8,910 ",,,,課税 8.0%,,
O/135682LX,135682LX:製織賃:5167,反,0 ,0 ,2015年11月18日,00002809,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,L,上村　茂L,通常,,HARA,原工場,4 ,"4,860 ","19,440 ",,,,課税 8.0%,,
O/135688YX,135688YX:製織賃:5162,反,0 ,0 ,2015年11月18日,00002809,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,L,上村　茂L,通常,,HARA,原工場,2 ,"4,860 ","9,720 ",,,,課税 8.0%,,
N/507JA,507JA:撚糸賃:19882他/ﾃｨﾌｨｺTW<110T>SD10..,K,0 ,0 ,2015年11月19日,00002810,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,151.46 ,150 ,"22,719 ",,,,課税 8.0%,,
N/B7787,B7787:撚糸賃:20094/OHS.2F<33T>SD30/12 ..,K,0 ,0 ,2015年11月19日,00002810,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,22 ,350 ,"7,700 ",,,,課税 8.0%,,
N/B7797,B7797:撚糸賃:20095/OHS.2F<33T>SD30/12 ..,K,0 ,0 ,2015年11月19日,00002810,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,4.7 ,350 ,"1,645 ",,,,課税 8.0%,,
N/B7967,B7967:撚糸賃:19380/OHS.2F33TSD30/12ﾏﾙﾀ..,K,0 ,0 ,2015年11月19日,00002810,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,75 ,350 ,"26,250 ",,,,課税 8.0%,,
N/B7977,B7977:撚糸賃:19381/OHS.2F33TSD30/12ﾏﾙﾀ..,K,0 ,0 ,2015年11月19日,00002810,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,78 ,350 ,"27,300 ",,,,課税 8.0%,,
N/F2017,F2017:撚糸賃:19938/ﾃｨﾌｨｺTF<56T>SD50/24..,K,0 ,0 ,2015年11月19日,00002810,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,53.25 ,450 ,"23,962 ",,,,課税 8.0%,,
N/G4024,G4024:撚糸賃:19631他/ﾃｨﾌｨｺTW110TSD(Z30..,K,0 ,0 ,2015年11月19日,00002810,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,276.86 ,140 ,"38,760 ",,,,課税 8.0%,,
N/N1873,N1873:撚糸賃:20155/ﾘﾝﾀﾞF<110T>BR100/26..,K,0 ,0 ,2015年11月19日,00002810,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,35.32 ,350 ,"12,362 ",,,,課税 8.0%,,
N/402MA,402MA:撚糸賃:20173/PR.ﾅﾝﾔCDF<84T>SD75/..,K,0 ,0 ,2015年11月19日,00002811,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,E,清田　祐也E,通常,,HARA,原工場,37.36 ,180 ,"6,724 ",,,,課税 8.0%,,
N/B2996,B2996:撚糸賃:20074/RF133TSD120/44(ｲｰｸﾞ..,K,0 ,0 ,2015年11月19日,00002811,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,E,清田　祐也E,通常,,HARA,原工場,185.68 ,300 ,"55,704 ",,,,課税 8.0%,,
N/169AA,169AA:撚糸賃:19919/CDMCW <195T> 178/ ..,K,0 ,0 ,2015年11月19日,00002812,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,K,上村　茂K,通常,,HARA,原工場,209.58 ,120 ,"25,149 ",,,,課税 8.0%,,
N/B6626,B6626:撚糸賃:19683他/ﾄﾘｸｼｵﾝ(SDU)120TSD..,K,0 ,0 ,2015年11月19日,00002812,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,K,上村　茂K,通常,,HARA,原工場,113.75 ,230 ,"26,162 ",,,,課税 8.0%,,
N/B6636,B6636:撚糸賃:19728他/ﾄﾘｸｼｵﾝ(SDU)120TSD..,K,0 ,0 ,2015年11月19日,00002812,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,K,上村　茂K,通常,,HARA,原工場,112.5 ,230 ,"25,875 ",,,,課税 8.0%,,
N/A2831,A2831:撚糸賃:19742/ﾄｰﾚN66.W<78T>SD70/2..,K,0 ,0 ,2015年11月19日,00002813,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,L,上村　茂L,通常,,HARA,原工場,38.83 ,120 ,"4,659 ",,,,課税 8.0%,,
N/A7596,A7596:撚糸賃:20051/ｴｱﾛW<110T>FD100/24Z..,K,0 ,0 ,2015年11月19日,00002813,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,L,上村　茂L,通常,,HARA,原工場,115.41 ,250 ,"28,852 ",,,,課税 8.0%,,
N/A9664,A9664:撚糸賃:20054/ﾅﾝﾔT.POYW255TSD230/..,K,0 ,0 ,2015年11月19日,00002813,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,L,上村　茂L,通常,,HARA,原工場,228.48 ,150 ,"34,272 ",,,,課税 8.0%,,
N/E7256,E7256:撚糸賃:19878/ﾅ.CDFSDY84TSD/36(8C..,K,0 ,0 ,2015年11月19日,00002813,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,L,上村　茂L,通常,,HARA,原工場,112.32 ,200 ,"22,464 ",,,,課税 8.0%,,
N/F1448,F1448:撚糸賃:20052/ﾃ.ﾐﾙﾊﾟ190TSD170/63G..,K,0 ,0 ,2015年11月19日,00002813,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,L,上村　茂L,通常,,HARA,原工場,55.04 ,150 ,"8,256 ",,,,課税 8.0%,,
N/W1921,W1921:撚糸賃:20121/ﾄｰﾚTF<84T>SD75/36(2..,K,0 ,0 ,2015年11月19日,00002814,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,P,板鼻健太郎P,通常,,HARA,原工場,71.46 ,140 ,"10,004 ",,,,課税 8.0%,,
J/098284HA,098284HA:整経賃:5144,反,0 ,0 ,2015年11月19日,00002815,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,E,清田　祐也E,通常,,HARA,原工場,54 ,"1,225 ","66,150 ",,,,課税 8.0%,,
J/039413XD,039413XD:整経賃:5227,反,0 ,0 ,2015年11月19日,00002816,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,P,板鼻健太郎P,通常,,HARA,原工場,90 ,"1,225 ","110,250 ",,,,課税 8.0%,,
O/078019BA,078019BA:製織賃:5077,反,0 ,0 ,2015年11月19日,00002817,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,4 ,"4,465 ","17,860 ",,,,課税 8.0%,,
O/098413YB,098413YB:製織賃:5056,反,0 ,0 ,2015年11月19日,00002817,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,3 ,"7,000 ","21,000 ",,,,課税 8.0%,,
O/098761VX,098761VX:製織賃:5114,反,0 ,0 ,2015年11月19日,00002817,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,2 ,"5,555 ","11,110 ",,,,課税 8.0%,,
O/159540YX,159540YX:製織賃:5188,反,0 ,0 ,2015年11月19日,00002817,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,6 ,"3,500 ","21,000 ",,,,課税 8.0%,,
O/171017YA,171017YA:製織賃:4976･5137,反,0 ,0 ,2015年11月19日,00002817,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,6 ,"7,815 ","46,890 ",,,,課税 8.0%,,
O/290027YX,290027YX:製織賃:5083,反,0 ,0 ,2015年11月19日,00002817,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,6 ,"2,850 ","17,100 ",,,,課税 8.0%,,
O/290029ZX,290029ZX:製織賃:5152,反,0 ,0 ,2015年11月19日,00002817,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,7 ,"2,700 ","18,900 ",,,,課税 8.0%,,
O/290034ZX,290034ZX:製織賃:5096,反,0 ,0 ,2015年11月19日,00002817,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,4 ,"3,500 ","14,000 ",,,,課税 8.0%,,
O/290035UX,290035UX:製織賃:5176･5177,反,0 ,0 ,2015年11月19日,00002817,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,12 ,"3,000 ","36,000 ",,,,課税 8.0%,,
O/290055LX,290055LX:製織賃:5288,反,0 ,0 ,2015年11月19日,00002817,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,4 ,"4,209 ","16,836 ",,,,課税 8.0%,,
O/290066VX,290066VX:製織賃:5141,反,0 ,0 ,2015年11月19日,00002817,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,8 ,"2,250 ","18,000 ",,,,課税 8.0%,,
O/290066YX,290066YX:製織賃:4972,反,0 ,0 ,2015年11月19日,00002817,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,2 ,"2,250 ","4,500 ",,,,課税 8.0%,,
O/290106YX,290106YX:製織賃:5268,反,0 ,0 ,2015年11月19日,00002817,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,1 ,"3,250 ","3,250 ",,,,課税 8.0%,,
O/290108YX,290108YX:製織賃:5165,反,0 ,0 ,2015年11月19日,00002817,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,4 ,"1,900 ","7,600 ",,,,課税 8.0%,,
O/290118YX,290118YX:製織賃:5105･5183,反,0 ,0 ,2015年11月19日,00002817,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,4 ,"6,206 ","24,824 ",,,,課税 8.0%,,
O/290129YX,290129YX:製織賃:5133,反,0 ,0 ,2015年11月19日,00002817,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,1 ,"5,800 ","5,800 ",,,,課税 8.0%,,
O/292002LX,292002LX:製織賃:5129,反,0 ,0 ,2015年11月19日,00002817,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,2 ,"2,700 ","5,400 ",,,,課税 8.0%,,
O/292005YX,292005YX:製織賃:5128,反,0 ,0 ,2015年11月19日,00002817,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,4 ,"3,250 ","13,000 ",,,,課税 8.0%,,
O/295000YX,295000YX:製織賃:5092,反,0 ,0 ,2015年11月19日,00002817,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,2 ,"4,808 ","9,616 ",,,,課税 8.0%,,
O/076410CB,076410CB:製織賃:5022,反,0 ,0 ,2015年11月19日,00002818,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,E,清田　祐也E,通常,,HARA,原工場,4 ,"4,860 ","19,440 ",,,,課税 8.0%,,
O/079664CB,079664CB:製織賃:5002･5048,反,0 ,0 ,2015年11月19日,00002818,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,E,清田　祐也E,通常,,HARA,原工場,8 ,"4,860 ","38,880 ",,,,課税 8.0%,,
O/097064JD,097064JD:製織賃:5018,反,0 ,0 ,2015年11月19日,00002818,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,E,清田　祐也E,通常,,HARA,原工場,2 ,"6,885 ","13,770 ",,,,課税 8.0%,,
O/098284HA,098284HA:製織賃:5143,反,0 ,0 ,2015年11月19日,00002818,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,E,清田　祐也E,通常,,HARA,原工場,4 ,"4,860 ","19,440 ",,,,課税 8.0%,,
O/098533YB,098533YB:製織賃:5172,反,0 ,0 ,2015年11月19日,00002818,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,E,清田　祐也E,通常,,HARA,原工場,2 ,"7,000 ","14,000 ",,,,課税 8.0%,,
O/124743YB,124743YB:製織賃:5079,反,0 ,0 ,2015年11月19日,00002818,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,E,清田　祐也E,通常,,HARA,原工場,4 ,"6,885 ","27,540 ",,,,課税 8.0%,,
O/126947HX,126947HX:製織賃:5119,反,0 ,0 ,2015年11月19日,00002818,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,E,清田　祐也E,通常,,HARA,原工場,4 ,"5,265 ","21,060 ",,,,課税 8.0%,,
O/127250JA,127250JA:製織賃:5081･5161,反,0 ,0 ,2015年11月19日,00002818,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,E,清田　祐也E,通常,,HARA,原工場,4 ,"4,860 ","19,440 ",,,,課税 8.0%,,
O/127413JD,127413JD:製織賃:4938,反,0 ,0 ,2015年11月19日,00002818,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,E,清田　祐也E,通常,,HARA,原工場,2 ,"6,885 ","13,770 ",,,,課税 8.0%,,
O/171031ZX,171031ZX:製織賃:4977,反,0 ,0 ,2015年11月19日,00002818,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,E,清田　祐也E,通常,,HARA,原工場,-4 ,"10,125 ","-40,500 ",,,,課税 8.0%,,
O/171054YA,171054YA:製織賃:5173,反,0 ,0 ,2015年11月19日,00002818,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,E,清田　祐也E,通常,,HARA,原工場,1 ,"7,695 ","7,695 ",,,,課税 8.0%,,
O/098762ZX,098762ZX:製織賃:5154,反,0 ,0 ,2015年11月19日,00002819,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,K,上村　茂K,通常,,HARA,原工場,4 ,"4,050 ","16,200 ",,,,課税 8.0%,,
O/099344YX,099344YX:製織賃:5155,反,0 ,0 ,2015年11月19日,00002819,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,K,上村　茂K,通常,,HARA,原工場,4 ,"5,265 ","21,060 ",,,,課税 8.0%,,
O/099345YX,099345YX:製織賃:5156,反,0 ,0 ,2015年11月19日,00002819,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,K,上村　茂K,通常,,HARA,原工場,4 ,"8,505 ","34,020 ",,,,課税 8.0%,,
O/099446LA,099446LA:製織賃:5195,反,0 ,0 ,2015年11月19日,00002819,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,K,上村　茂K,通常,,HARA,原工場,4 ,"4,860 ","19,440 ",,,,課税 8.0%,,
O/135302LH,135302LH:製織賃:5136,反,0 ,0 ,2015年11月19日,00002820,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,L,上村　茂L,通常,,HARA,原工場,2 ,"4,455 ","8,910 ",,,,課税 8.0%,,
O/135682LX,135682LX:製織賃:5167,反,0 ,0 ,2015年11月19日,00002820,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,L,上村　茂L,通常,,HARA,原工場,4 ,"4,860 ","19,440 ",,,,課税 8.0%,,
O/135688YX,135688YX:製織賃:5162,反,0 ,0 ,2015年11月19日,00002820,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,L,上村　茂L,通常,,HARA,原工場,2 ,"4,860 ","9,720 ",,,,課税 8.0%,,
N/KIKAKUSHI,企画糸:撚糸賃:DTY CDW<330T>SD300/96 4..,K,0 ,0 ,2015年11月19日,00002821,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,X5,星　正美,通常,,HARA,原工場,12.64 ,"1,000 ","12,640 ",,,,課税 8.0%,,
O/SAMPLE-A,綾通賃:99521,本,0 ,0 ,2015年11月19日,00002822,掛仕入,今回,SFN,株式会社ソフィーナ原工場,内税/総額,X9,諸橋寿志,通常,,HARA,原工場,"4,536 ",0.99 ,"4,490 ",,,,課税 8.0%,,
O/SAMPLE-A,綾通賃:116348,本,0 ,0 ,2015年11月19日,00002823,掛仕入,今回,SFN,株式会社ソフィーナ原工場,内税/総額,X1,池田　守,通常,,HARA,原工場,"3,960 ",1.21 ,"4,791 ",,,,課税 8.0%,,
D/097821YX,097821YX:染色加工賃,M,0 ,0 ,2015年11月20日,00002824,掛仕入,今回,430,東北整練株式会社,外税/伝票計,E,清田　祐也E,通常,,0000,共通倉庫,277.9 ,240 ,"66,696 ",,,,課税 8.0%,15E0723-2,
E/TAX,消費税差額,件,0 ,0 ,2015年11月20日,00002824,掛仕入,今回,430,東北整練株式会社,外税/伝票計,E,清田　祐也E,通常,,0000,共通倉庫,1 ,1 ,1 ,,,,非課税,,
D/098533YB,098533YB:染色加工賃,M,0 ,0 ,2015年11月18日,00002825,掛仕入,今回,430,東北整練株式会社,外税/伝票計,E,清田　祐也E,通常,,0000,共通倉庫,759.8 ,180 ,"136,764 ",,,,課税 8.0%,15M1007-1,
D/097402XX,097402XX:染色加工賃,M,0 ,0 ,2015年11月20日,00002826,掛仕入,今回,430,東北整練株式会社,外税/伝票計,E,清田　祐也E,通常,,0000,共通倉庫,593.7 ,300 ,"178,110 ",,,,課税 8.0%,15M1008-5,
D/115769PG,115769PG:染色加工賃,M,0 ,0 ,2015年11月23日,00002827,掛仕入,今回,116,尾張整染株式会社,外税/伝票計,X,上村　茂X,通常,,0000,共通倉庫,492.2 ,195 ,"95,979 ",,,,課税 8.0%,,
E/TAX,消費税差額,件,0 ,0 ,2015年11月23日,00002827,掛仕入,今回,116,尾張整染株式会社,外税/伝票計,X,上村　茂X,通常,,0000,共通倉庫,0 ,0 ,-1 ,,,,非課税,,
D/116054YX,116054YX:染色加工賃,M,0 ,0 ,2015年11月23日,00002828,掛仕入,今回,116,尾張整染株式会社,外税/伝票計,X,上村　茂X,通常,,0000,共通倉庫,550.3 ,330 ,"181,599 ",,,,課税 8.0%,,
J/290106YX,290106YX:整経賃:4991,反,0 ,0 ,2015年11月02日,00002829,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,30 ,950 ,"28,500 ",,,,課税 8.0%,,
N/507JA,507JA:撚糸賃:19883/ﾃｨﾌｨｺTW<110T>SD100/..,K,0 ,0 ,2015年11月20日,00002830,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,79.9 ,150 ,"11,985 ",,,,課税 8.0%,,
N/B8967,B8967:撚糸賃:19711/ｽﾊﾟﾝﾌｨｯﾄFSD30/12(SB..,K,0 ,0 ,2015年11月20日,00002830,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,148.87 ,290 ,"43,172 ",,,,課税 8.0%,,
N/B8977,B8977:撚糸賃:19712/ｽﾊﾟﾝﾌｨｯﾄFSD30/12(SB..,K,0 ,0 ,2015年11月20日,00002830,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,62.56 ,290 ,"18,142 ",,,,課税 8.0%,,
N/D3907,D3907:撚糸賃:19848他/ﾚﾝﾎﾞｳRF<133T>BR12..,K,0 ,0 ,2015年11月20日,00002830,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,38.76 ,350 ,"13,566 ",,,,課税 8.0%,,
N/D3917,D3917:撚糸賃:19849他/ﾚﾝﾎﾞｳRF<133T>BR12..,K,0 ,0 ,2015年11月20日,00002830,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,41.04 ,350 ,"14,364 ",,,,課税 8.0%,,
N/G4024,G4024:撚糸賃:19631/ﾃｨﾌｨｺTW110TSD(Z300)..,K,0 ,0 ,2015年11月20日,00002830,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,133.14 ,140 ,"18,639 ",,,,課税 8.0%,,
N/N1873,N1873:撚糸賃:20155/ﾘﾝﾀﾞF<110T>BR100/26..,K,0 ,0 ,2015年11月20日,00002830,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,24.98 ,350 ,"8,743 ",,,,課税 8.0%,,
